frameTime,meanFrameTumorCells,sdFrameTumorCells,meanNecrotic,sdNecrotic,meanQuiescent,sdQuiescent,meanProliferative2,sdProliferative2,meanHypoxic,sdHypoxic,meanApoptotic,sdApoptotic,meanProliferative1,sdProliferative1,meanNormoxic,sdNormoxic,meanMigrate,sdMigrate,meanKilled,sdKilled
455,499.9,82.3238,195.7,35.0525,200.5,35.9266,34.2,9.64711,1.2,1.22927,1.9,1.79196,66.4,20.1285,234.9,52.9475,0,0,0,0
456,501,82.3542,196.9,35.1803,202.5,35.0373,35.3,10.2746,1.7,1.76698,1.7,1.76698,62.9,21.4033,233.6,53.3837,0,0,0,0
457,504.1,82048,198.6,35.1637,202.6,33.3273,34.2,11.0935,2.7,3.16403,1.8,1.98886,64.2,20.6279,232,53.3583,0,0,0,0
458,507.7,81.7218,201.2,35.5428,202.4,33.4505,33.4,10.7103,1.8,0.918937,1.8,1.75119,67.1,19.6381,230.1,53.7348,0,0,0,0
459,510.6,82.4327,202.9,35.3505,206,35.8856,33,7.80313,0.7,0.674949,1.8,1.75119,66.2,20.4004,227.7,53.6906,0,0,0,0
460,513,83.7682,203.6,35.5346,209.5,37.7484,33.5,7.27629,1.2,0.918937,1.9,1.72884,63.3,21.2658,225.3,54.3283,0,0,0,0
461,515.9,84303,204.8,35.7299,210.7,39.9251,32.9,6.74043,1.9,1.79196,1.7,1.41814,63.9,20.2015,224.2,54.6967,0,0,0,0
462,518.8,84.7123,206.6,35.3874,215,43.2101,32,6.4291,1.8,1.0328,1.8,1.61933,61.6,18.5784,222.9,55274,0,0,0,0
463,522.2,83.8581,208.2,35.5959,216.9,41.7704,31.3,7.6019,0.7,1.05935,1.9,1.52388,63.2,18.1157,221.4,55.7578,0,0,0,0
464,525.2,83.8077,208.9,35.7039,217.1,40.6734,31.6,6.7363,1.1,1.19722,1.2,0.918937,65.3,18.3911,219.7,55.7874,0,0,0,0
465,527.5,84.2684,210,36.3287,214.7,40.4366,32.9,8.19824,1.8,1.61933,1.3,1.05935,66.8,18.1586,218.3,56.1467,0,0,0,0
466,528.8,84.4285,211.6,36.7822,215,38.1488,35.3,8.87005,1.2,0.918937,1.1,1.19722,64.6,19.0858,216.9,56.2622,0,0,0,0
467,532.1,84.8835,212.8,37.1777,216.6,37.3637,36.1,8.04777,1.9,1.52388,1.2,1.22927,63.5,19.0861,215.3,56008,0,0,0,0
468,534.5,84.3106,214.7,36518,217.1,39.0454,37.2,9.05293,1.6,1.26491,1.3,1.1595,62.6,14.3697,214,56.3146,0,0,0,0
469,537.1,84763,216.3,36.0433,217.3,41465,37.2,9.75021,0.9,0.875595,1.5,1.08012,63.9,13.9718,212.7,56.9816,0,0,0,0
470,539.9,83.6294,217.1,36324,218.4,40.7518,38.7,12.0005,1.2,1.13529,1.7,0.948683,62.8,12363,211.2,56.6447,0,0,0,0
471,542.1,83.2045,218.2,36.6448,219.7,42.0186,40.2,12.1637,1,1.33333,1.7,0.948683,61.3,12.2025,210.1,56.9394,0,0,0,0
472,544.5,83.1401,219.2,36.4929,220.6,38.3875,40.8,13365,2.5,1.58114,1.8,1.0328,59.6,14.5846,208.5,57.1669,0,0,0,0
473,548.6,83.8825,221.6,36.5641,222.4,39.2151,40.9,14.9774,1.8,1.13529,1.7,1.1595,60.2,12.4615,207.3,57.0108,0,0,0,0
474,551.3,84.9209,223.3,36.4266,221.6,39.7749,40.9,14.5713,1.2,1.13529,1.7,1.25167,62.6,14.3697,206.2,56.9908,0,0,0,0
475,555.3,86.0091,224.5,36.21,219.3,38.7529,40.5,13.2434,1.9,1.59513,2.2,1.75119,66.9,15.7229,205,56.8018,0,0,0,0
476,558.7,85.4167,226.3,35.7617,221.2,39.2224,39.7,13.3837,1.7,2.05751,2.1,1.66333,67.7,14.1974,204,56.8722,0,0,0,0
477,562.3,85.3738,227.8,34.6596,222.7,37.2113,38.9,13.4697,1.2,1.13529,1.8,1.54919,69.9,16.8024,202.3,56.8625,0,0,0,0
478,564.9,85.9062,228.9,34.2457,222.8,38.1861,40.7,13.4994,1.3,2.05751,1.7,1.82878,69.5,17.9645,200.8,57.0629,0,0,0,0
479,568.6,86.5258,230.2,34344,224.5,36.9151,39.3,12.0374,1.1,0.994429,1.7,1.56702,71.8,22.2501,199.3,57.3567,0,0,0,0
480,571.6,85.9886,231.3,33.8265,223.2,35.3893,39.9,13.0252,0.9,0.994429,1.7,1.56702,74.6,22.53,197.8,56.7779,0,0,0,0
481,575.1,87.3161,232.2,33.4525,224.2,36.4838,39.4,12.3036,1,1.05409,1.6,1.50555,76.7,25373,196.1,56.2859,0,0,0,0
482,579.2,88.6175,233.2,33.9405,227.6,37.7453,38.6,11.1873,1.5,1.17851,1.8,1.47573,76.5,27.5207,194.3,56.5038,0,0,0,0
483,581.6,89.5051,234.5,33.9714,229.7,39.9862,38.3,10.2637,1.7,1.33749,1.6,1.50555,75.8,25.5117,192.5,56.6809,0,0,0,0
484,583.9,89.8263,236.2,33694,230.3,40.0001,38.5,8.80972,2,1.76383,1.3,1.33749,75.6,23.5806,190.7,57.4612,0,0,0,0
485,586.2,90.2894,238,33.5029,233.7,38.9845,38.2,8.27043,1.2,1.39841,1.7,1.70294,73.4,23857,188.7,57635,0,0,0,0
486,588.8,90.3448,239,33.6419,235.4,38.1378,38.5,9.11958,1.7,2.05751,1.9,1.59513,72.3,24.1249,187.1,58.0755,0,0,0,0
487,592.2,90.4505,240.6,33.8336,234.7,40.0196,37.9,6.72392,1.8,1.54919,1.8,1.47573,75.4,24.5502,186.2,57.6441,0,0,0,0
488,594.1,90.2151,242.4,34.3453,236.4,42.4583,39.3,7.64562,1.5,1.58114,1.8,1.39841,72.7,21.1715,184.7,57.9829,0,0,0,0
489,598,90533,243.8,35.3484,236.2,40.4222,39.8,8.61265,1.6,1.57762,1.9,1.52388,74.7,23.2525,183.5,57.6315,0,0,0,0
490,600.5,90.0238,245.3,34.6155,236.7,42.6928,40.6,9.34761,2.4,1.95505,2.1,1.79196,73.4,21.3552,182,57.9272,0,0,0,0
491,603.2,89.4363,247.7,33.6916,239.5,43.9375,40.2,10.3473,1.5,1.58114,2.1,1.66333,72.2,19.0076,179.6,57.9122,0,0,0,0
492,605.7,89449,249.2,33542,240.5,46591,41,10.8423,1,1.24722,2.4,1.7127,71.6,17.7213,178.6,57.3163,0,0,0,0
493,608.5,89.0796,250.1,33.2581,241.9,46962,41.5,10168,1.2,1.22927,2.1,1.37032,71.7,14.8178,177.1,57.6781,0,0,0,0
494,610.3,89614,251.2,32.3859,242.4,47.5399,42.3,8.84496,1.2,1.68655,1.9,1.1005,71.3,14.4994,175.9,57.5335,0,0,0,0
495,612.5,89.2515,252.3,32.5134,242.5,46003,43.4,8.79646,2.5,2.4608,1.8,1.13529,70,16.4046,174.5,58.1077,0,0,0,0
496,616.4,89.0645,254.8,33.1119,244.7,46.7738,44,10.4456,1.2,1.22927,1.8,1.13529,69.9,11.7137,172.8,57.5515,0,0,0,0
497,620.2,88.2066,256,33.1595,245,47406,43.7,10.9143,0.9,0.875595,1.8,1.47573,72.8,13.1724,171.7,57.2966,0,0,0,0
498,624,88.9119,256.8,33.0178,247.5,48.7288,42.4,10.9666,1.7,2.75076,1.9,1.52388,73.7,15.1881,169.7,57.3741,0,0,0,0
499,627.2,88.9054,258.5,34.4714,247.2,47.3892,42.6,12.1033,1.6,1.3499,1.7,1.41814,75.6,16.6079,167.6,57.9831,0,0,0,0
500,629.2,89.2024,260.1,35.0601,247.5,45329,43.5,12.9293,1.8,1.54919,1.7,1.49443,74.6,17.84,165.6,57.6854,0,0,0,0
501,632,90.5084,261.9,34.6521,248.7,46.8545,43,11.8977,1.3,1.63639,1.6,1.26491,75.5,18.4346,164.6,57475,0,0,0,0
502,635.3,90.3844,263.2,34.4022,249.7,44.6021,42,10.3816,1.2,1.54919,1.8,1.47573,77.4,16.5274,163,57.8888,0,0,0,0
503,637.8,89.7971,264.1,34.5686,248.6,43.7549,42.4,11.4523,1.5,1.95789,1.8,1.31656,79.4,14.1437,162.1,57.8436,0,0,0,0
504,641,89.8208,265.5,35.3247,249.2,44.3566,42.6,12.2855,1.4,2319,1.7,1.1595,80.6,13.4841,160.9,57.8647,0,0,0,0
505,644.5,89.7481,266.7,34.4385,252.4,42.5812,40.3,11.3534,1.7,1.49443,2,1.24722,81.4,17.1607,158.9,57.6608,0,0,0,0
506,647.2,89.7253,268.3,33.9544,256.6,41.35,38.9,12.1879,1.6,1.07497,1.8,1.0328,80,18.5532,157.9,57.6357,0,0,0,0
507,648.4,90.9398,269.7,33.9282,258.2,42.6062,39.2,11.6123,2.7,1.82878,1.6,1.07497,77,19.2123,156.7,57.5095,0,0,0,0
508,651.7,92.0025,272.4,33.7843,260.1,41.7198,38.6,10.2545,1.8,1.54919,1.7,1.1595,77.1,21.8553,155.5,56.6338,0,0,0,0
509,654.6,92.2595,274,33.4299,259,40.5545,39.7,11126,0.8,1.61933,1.5,1.2693,79.6,22.0414,153.8,56.5289,0,0,0,0
510,656,92.0905,274.7,33.0926,260.3,41.5533,40.6,11.0373,1,1.24722,1.5,1.08012,77.9,19.3646,152.2,56.4344,0,0,0,0
511,658.9,91.5441,275.7,33.0993,262.2,42.6896,40.7,12.3563,2.1,1.59513,1.3,1.05935,76.9,17.6601,150.8,56164,0,0,0,0
512,662.3,92.2389,277.5,33.8042,264.5,41.5405,39.7,11.8888,0.9,0.994429,1.1,0.737865,78.6,20277,149,55.6337,0,0,0,0
513,665,92.1159,278,33.6419,265.1,40.7498,40.3,10.4886,1.7,2.16282,1.2,0.918937,78.7,21.4012,147.4,55.9289,0,0,0,0
514,665.2,91.1248,279.6,34.2157,266.6,37651,41.5,12.2134,3.3,2.21359,1,1.05409,73.2,19.1706,146,55849,0,0,0,0
515,666.9,91.6545,282.8,35.0549,267.6,35.88,43.3,12.8413,1.6,1.89737,1,1.05409,70.6,20.2441,145.1,55.82,0,0,0,0
516,669.3,91.0727,284.4,34.9705,266.6,36.4088,43.8,13.0282,1.1,1.1005,1.1,0.994429,72.3,19.7712,143.8,55.6752,0,0,0,0
517,671.3,90.7084,285.5,34.8018,266.8,37.2374,45.6,14.7287,1.7,1.63639,1,1.05409,70.7,17.3016,142,55.1926,0,0,0,0
518,674.3,90.7145,287,34.6089,267,37.7153,46.5,14.4549,0.7,1.1595,1.2,1.0328,71.9,18.8057,141.6,55.3699,0,0,0,0
519,677.4,90.5492,287.5,34.5937,266.7,37.8566,45.9,15.0956,1.3,0.823273,1.4,1.07497,74.6,18.8043,140.8,55.1338,0,0,0,0
520,680.6,91.0851,288.8,34.1461,267.7,36.8301,47,14.6363,1.5,1.84089,1.4,1.07497,74.2,20.5902,139.5,55.1065,0,0,0,0
521,683.3,90.9445,290.2,33.9503,271.5,39.8811,47,15.3478,0.9,0.875595,1.6,0.966092,72.1,20.4475,138.7,54.8494,0,0,0,0
522,686.8,90.2168,290.9,33.6236,274,40.9173,44.9,15.8286,1,0.942809,1.8,0.788811,74.2,17.85,137.8,54.8347,0,0,0,0
523,688.8,91553,291.7,33.3768,272.9,39.2384,44.8,15.4905,0.9,0.994429,2.1,0.994429,76.4,20.8391,136.7,54.5121,0,0,0,0
524,692.3,92263,292.3,33.6156,269.5,37.8396,45.2,14.2189,2.4,2.22111,2.5,0.971825,80.4,22.9163,136,54.2545,0,0,0,0
525,694.9,91.8966,294.6,34.6737,267.8,34.8992,46.4,13842,1.7,1.41814,2.9,0.875595,81.5,22.6826,134.5,53.4816,0,0,0,0
526,698.3,92.1147,296,34973,265.5,34.7539,46.3,12.4191,2.4,2.67499,3.4,0.966092,84.7,26.23,133,53.8455,0,0,0,0
527,701.8,92.3156,298.3,34.6989,269.1,36.0106,43.8,12.1546,1.2,1.13529,3.4,1.17379,86,25.4733,131.6,53.8892,0,0,0,0
528,703,90.3401,299.3,34361,268.9,36.2873,45.5,12.7997,1.8,1.93218,3.1,1.1005,84.4,26.2009,130.3,53.3043,0,0,0,0
529,706.1,90.7677,300.9,33428,270.1,38.5442,44.6,12.6596,1.9,2.02485,3.1,1.1005,85.5,23.9919,129,52616,0,0,0,0
530,708.1,90.2373,302.5,32.2327,269.4,37.2027,45.7,12.85,1.6,1.83787,3,1.24722,85.9,25.6751,128.4,52.8881,0,0,0,0
531,708.6,89.4057,303.8,32.2311,272.8,36.6388,46.4,13.2933,1.5,1.17851,2.8,1.13529,81.3,27.6086,127.6,53.2003,0,0,0,0
532,711.1,89.6443,305.2,31.8322,274,39.3531,47,13.7113,0.8,1.0328,2.5,1.71594,81.6,26.8088,126.1,52.8887,0,0,0,0
533,713.2,89.8416,305.6,31.7217,275,40852,47.7,12.3293,0.6,0.516398,2.2,1.54919,82.1,23.7368,124.7,53.4063,0,0,0,0
534,716.1,89.8745,305.8,31407,274.7,40.2659,47.1,11.9856,1.6,1.42984,1.7,1.33749,85.2,23.7431,123.9,53.2425,0,0,0,0
535,719.8,90.5131,307.4,32.2807,277.6,43.2928,45.9,11.7988,1.2,1.54919,1.4,0.966092,86.3,22.9204,122.2,52.8621,0,0,0,0
536,720.3,88673,308.3,31.1771,280,44597,47.9,12758,0.9,0.737865,1.5,1.08012,81.7,22.7208,120.8,52531,0,0,0,0
537,723.3,87.0607,308.6,31.1812,276.8,40.0244,47.7,12.85,3.9,7.35527,1.5,1.2693,84.8,22.9918,119.5,52.5806,0,0,0,0
538,725.8,86.7625,312.5,31.2134,277.7,40.6477,49.1,14059,1.3,1.25167,1.9,1.66333,83.3,21.6387,118.2,52.6451,0,0,0,0
539,729.7,87.0518,313.8,31.0082,278,40.3622,49.7,14.6443,1.2,1.39841,1.8,1.31656,85.2,22.5033,117.4,52.8629,0,0,0,0
540,731.3,87.1156,314.8,30.3674,274.8,41.4723,52,15.1584,1.6,1.3499,1.7,1.41814,86.4,22.6431,116.3,52.2984,0,0,0,0
541,733.6,88.5101,316.1,30.4684,273.5,41.1157,53.8,14.1955,1.6,1.26491,1.9,1.52388,86.7,24.2993,115.8,52.0871,0,0,0,0
542,736.5,87.1796,317.6,29.8671,275,40.6311,52.7,14.1347,2.1,1.72884,2.1,1.52388,87,20.5643,114.8,52.6473,0,0,0,0
543,739.1,86.0948,319.4,30.2846,277.5,39.4863,51.8,15.0466,1.9,2.37814,2.5,1.95789,86,21.0026,113.2,51.8133,0,0,0,0
544,740.9,85.0744,320.4,30.8012,282.4,38.5031,50.6,15.6432,1.6,2.01108,2.6,2.17051,83.3,20.3855,112,50.6228,0,0,0,0
545,743.3,84.9366,321.5,30.1487,278.9,36.4766,52.5,17.7654,0.9,1.59513,2.7,2.21359,86.8,21.1755,111,50.2328,0,0,0,0
546,745.2,83.5355,321.5,28.9454,281.2,35.3264,51.2,16.7915,1.7,1.56702,2.9,2.18327,86.7,22.6816,109.8,49846,0,0,0,0
547,749,84.9222,322.8,28.1614,281,34.4319,49.9,15.0514,2.7,1.82878,2.5,2.01384,90.1,26.0318,108.2,48.9167,0,0,0,0
548,752.6,84802,325.4,27.7777,281.8,33.5122,50.6,14.9086,1.8,1.61933,2.9,2.13177,90.1,25.9634,106.7,48.5845,0,0,0,0
549,755.8,84.5035,326.7,27.6528,280,34.4803,49,14.7422,1.8,2.09762,3,2.26078,95.3,27837,106,48.1456,0,0,0,0
550,759.7,85.3842,328.2,27.2348,279.6,35.5002,48.4,13938,1.2,1.54919,2.9,2.42441,99.4,26099,104.7,47.8494,0,0,0,0
551,760.2,85.1114,328.9,27.4001,280.8,36.7538,48.9,12.0596,1.5,0.971825,3,2.21108,97.1,25.2386,103.8,47.6907,0,0,0,0
552,762.1,85.2935,330.2,28.1772,282.1,37.0719,49.4,10.7827,2,1.63299,3.1,1.52388,95.3,26.4619,103.1,48.1282,0,0,0,0
553,761.8,85.7345,331.9,28.9039,283.2,35.9685,50.1,10.6505,1.2,1.81353,3.2,1.54919,92.2,27.2633,102.1,48.1166,0,0,0,0
554,764.9,85.7172,332.1,28769,284.8,36.2822,48.7,10.9651,1.2,1.75119,2.9,1.59513,95.2,30.9903,101,47.6095,0,0,0,0
555,764.9,84.6397,332.9,28.1127,287.4,35.0625,48.8,12.4971,0.8,0.788811,2.8,1.61933,92.2,29.0509,99.8,47107,0,0,0,0
556,765.5,83.4522,333.3,27.8689,288.3,35.0905,49.9,14.6625,1.2,1.0328,3.2,1.54919,89.6,25.1095,99.3,47.0698,0,0,0,0
557,767.7,83.1719,333.8,28.1654,289.6,35.0403,49.2,13.9427,1.5,1.35401,3,1.94365,90.6,25.1007,98.7,47.4834,0,0,0,0
558,770,82.6788,334.9,27469,293,32.7787,49.9,15.4377,2,1.76383,3.2,2.14994,87,24267,97.9,47.5615,0,0,0,0
559,773.1,82.0385,336.5,28.1553,295.8,34107,51.2,15.4042,1.5,1.17851,3.1,1.79196,85,22.6961,97,47338,0,0,0,0
560,775.3,79.4062,337.2,28.5805,293.8,34.6564,50.8,15.2447,2.3,1.25167,3,2.3094,88.2,19.24,95.8,46.69,0,0,0,0
561,777.3,78.3511,339.3,28.0795,293.6,35.9543,51.6,16.3177,1.9,1.59513,2.6,1.77639,88.3,17.9013,94.9,46.3452,0,0,0,0
562,778.6,78.6585,340.5,28.3794,290.1,37.6134,53.2,16851,2.6,2.22111,2.2,1.39841,90,17.4738,93.8,46.1129,0,0,0,0
563,780.9,78.1131,342.7,27.9287,290.2,38.4557,54.4,17.3794,2.9,2.28279,2.2,1.13529,88.5,19.4494,93.1,45.6957,0,0,0,0
564,780.9,78.1245,344.8,27.9038,287.9,37.1766,56.3,15.9238,1.1,0.737865,2.2,1.22927,88.6,21.0301,92.4,45.8844,0,0,0,0
565,782.3,78.9937,345.5,27561,286.6,36.9059,57.4,14.6151,1.7,1.41814,1.8,1.31656,89.3,24.4224,91.6,46.0126,0,0,0,0
566,784.4,79.4008,346.7,27.2562,287.8,36.3251,57.6,14.6758,2.4,3.50238,1.8,1.68655,88.1,22.6444,90.9,45.8365,0,0,0,0
567,786.2,79.5471,348.1,27.2089,287.9,36.4034,58.5,13.1255,1.2,1.13529,1.5,1.35401,89,24.7072,90.2,45.4357,0,0,0,0
568,789.9,79.5885,348.6,26.8543,289.3,35.7213,56.7,12.1842,1.7,1.33749,1.3,1.33749,92.3,25.6474,89.5,45.6101,0,0,0,0
569,791.2,78.8991,350,26.7789,290.7,32163,55.7,12.6056,2.9,4.97661,1.4,1.17379,90.5,25.4482,88.9,45.3859,0,0,0,0
570,794,78.6427,352.3,29.7547,290.8,27438,55.7,13.8648,1.4,1.77639,1.4,1.26491,92.4,27167,88.1,44.7076,0,0,0,0
571,794.8,78.0638,353.1,29.3805,290.3,25.8974,54.2,13.6284,1.8,1.47573,1.5,1.35401,93.9,27.0286,87.8,44.3616,0,0,0,0
572,797.7,78.3114,353.9,28.4974,292.1,25.4141,53.4,13.0911,1.3,1.63639,1.6,1.3499,95.4,27.6052,87,43.6272,0,0,0,0
573,799.2,76882,354.2,27.8919,291,26.8245,52.3,12.8759,2,1.82574,1.6,1.17379,98.1,24.8393,86,42.9806,0,0,0,0
574,802.2,78.4231,355.7,28.0081,289.4,30.3798,51.4,11.9369,4.1,4.65355,1.7,1.1595,99.9,23.2113,85.2,43.0524,0,0,0,0
575,803.8,78607,359.3,29.0404,289,29.2499,51.9,11827,1.7,1.63639,1.9,1.44914,100,23.8328,84.4,42766,0,0,0,0
576,806.1,77.6136,360.3,29174,288.2,31.4282,52,11.9629,1.9,1.52388,2.2,1.47573,101.5,21.4644,83.6,42.5185,0,0,0,0
577,807,77.2802,361.1,28.7033,290.2,32.4476,52.7,11.8326,1.5,1.64992,2.6,1.64655,98.9,20.3822,83,42.7291,0,0,0,0
578,808.1,76.4191,362.2,28.7704,289.5,30.7689,53.9,11.2393,1.2,1.75119,2.9,1.52388,98.4,20.8976,82.2,42.1078,0,0,0,0
579,810.4,77.4571,362.7,28663,292.1,31.1036,52.2,10315,1.8,1.68655,3.1,1.66333,98.5,23.6091,81.1,42.2596,0,0,0,0
580,810.7,75.6175,363.6,27.3626,293.9,31.9494,51.9,10.1811,1.7,1.49443,3.2,1.61933,96.4,22.8775,80.6,41.9158,0,0,0,0
581,811.8,74.5129,364.2,26.5363,295.3,32163,52.5,9.99166,2,1.41421,3.1,1.59513,94.7,21.9446,79.9,41797,0,0,0,0
582,813.7,73.5241,365.9,27.27,297,31.1805,52.6,11.7208,2.8,2.34758,2.9,1.44914,92.5,21.8136,79.3,41.3979,0,0,0,0
583,815.4,72.7251,368.1,27.0409,298.5,32.1256,53.7,10.9853,1,0.816497,3.2,1.61933,90.9,18947,78.7,41.4891,0,0,0,0
584,817.2,70.7653,368.4,26.6883,297.6,32077,55.3,11.8701,1.2,1.0328,3.3,2.11082,91.4,18.6798,78,41.5077,0,0,0,0
585,819.3,70451,368.8,26.6033,299.2,31.5059,54.3,12.3473,2.4,2.83627,3.2,1.8738,91.4,21.1776,77.5,41.5485,0,0,0,0
586,820.7,70.2726,370.4,26.7465,298.4,29.7441,55.5,12.6513,1.1,1.44914,3.2,1.61933,92.1,20.5451,76.8,40933,0,0,0,0
587,822.3,68.9461,371,26.2805,296.2,29.6266,55.3,13.0388,1.4,1.57762,2.8,1.61933,95.6,20.2111,75.9,40.5968,0,0,0,0
588,823.2,68.9634,371.7,26.1663,298.9,34.1026,56.3,12.6408,0.8,0.788811,2.6,1.57762,92.9,18.5619,75.8,40.6251,0,0,0,0
589,823.6,68328,371.9,25.9506,299,34.1598,56.5,12.9979,1.7,2.05751,2.2,1.54919,92.3,18.7975,75.2,40.1547,0,0,0,0
590,826,69.0604,373.1,24.7855,297.8,32.8525,56.9,11.9485,3,2.66667,2.2,1.68655,93,18.7261,74.4,39.8168,0,0,0,0
591,827.2,69.7691,375.2,24.9212,298.5,33.2641,56.6,12.1765,1.6,1.26491,2.2,1.31656,93.1,21042,73.9,39.7141,0,0,0,0
592,829,69.9015,376.2,24.6071,298.7,31.8121,55.4,13.0656,1.7,1.88856,2.1,1.66333,94.9,20.4909,73.5,39.8811,0,0,0,0
593,832.2,71.5042,377.4,24.7081,299.9,33.0671,53,10.3494,1.9,2.37814,1.8,1.8738,98.2,22.6264,73,39.1493,0,0,0,0
594,833.6,72.1144,378.2,24.2386,302.5,34.04,53.3,9.68447,1.3,1.25167,1.7,1.82878,96.6,23.3248,72.7,39.1778,0,0,0,0
595,835.7,72.0016,379,23.6314,301.8,33.1957,53.1,9.55045,2.2,1.68655,1.7,1.63639,97.9,23326,71.4,38.5982,0,0,0,0
596,836.7,71.1978,380.2,23.4132,302.2,30.2537,53.7,10.3177,2.2,3.19026,1.8,1.31656,96.6,23.5476,70.8,37.9467,0,0,0,0
597,838.8,70.8313,381,23.0699,301.5,30.9201,53.9,11.09,1.7,1.05935,2,1.1547,98.7,23627,70.3,37.4197,0,0,0,0
598,840.1,69.6251,382,22.5783,301.3,31.2376,54.3,11324,2.3,2.31181,2.3,1.33749,97.9,23.0866,69.3,37259,0,0,0,0
599,842.8,69.5714,383.1,21.6253,302.3,32.7042,52.2,10.9118,2.7,4.16467,2.5,1.64992,100,20.7096,69.2,37.3744,0,0,0,0
600,843.2,68.4199,384.3,24.2444,303.6,31.7357,50.4,11.0574,2.6,3.97772,2.5,1.64992,99.8,20.8742,68.3,36.9295,0,0,0,0
601,844,66.8846,385.8,24.3164,304.6,30.4091,50.5,9.95825,2.6,2.67499,2.4,1.50555,98.1,22.1733,67.8,36.8806,0,0,0,0
602,843.8,64.2509,387.4,22.9405,308.6,31952,51.3,11.8138,1,0.942809,2.3,1.49443,93.2,16.6853,67.2,36.7085,0,0,0,0
603,844.2,63.3646,387.5,22.5795,308.1,32692,52.2,10.5599,0.8,1.31656,2.7,1.94651,92.9,15.6166,66.7,36.5211,0,0,0,0
604,846.4,62.7255,386.8,21.5706,308.9,33.2748,52.5,11.9745,2.2,3.29309,2.9,1.52388,93.1,15.6521,66.2,36.5811,0,0,0,0
605,847.8,62382,388.2,22.4192,306.6,31.7462,53.6,11.6256,1.3,0.948683,2.9,1.66333,95.2,16943,65.8,36.4045,0,0,0,0
606,849.4,62.9536,387.9,22.8932,308.2,29.8507,53.4,9.95769,1.2,1.47573,2.8,1.75119,95.9,17.7103,65.1,36.4279,0,0,0,0
607,850.8,63.1221,388.8,23.0593,307.2,29664,54.3,8.61588,1.8,3.11983,2.7,1.88856,96,17.1205,64.6,35.8491,0,0,0,0
608,851.1,61515,389.7,23.3002,307.7,28.2727,55.6,10.1893,2.3,1.70294,2.8,1.75119,93,16.7398,64,35.9073,0,0,0,0
609,851.5,60.5443,391.6,23.2532,307.5,27.6657,57.5,10.9367,2.3,3.94546,2.9,1.91195,89.7,16.3098,63,35.5371,0,0,0,0
610,853.2,59.9793,393.1,24.0483,306.4,24.3274,58.4,12.4294,1,1.24722,3.3,1.63639,91,14.1814,62.8,35339,0,0,0,0
611,854.3,61.4239,393.4,24.2771,304.5,21.9912,60.2,12.5415,0.7,0.948683,3.6,1.64655,91.9,18.6812,62.3,34.3933,0,0,0,0
612,855.5,59476,393.4,23.4293,301.8,20.8583,59.1,13.3454,3,2.26078,3.4,1.26491,94.8,16.4978,61.9,34.0243,0,0,0,0
613,857.7,58.6497,395.7,24.1157,304,20.9284,57.8,11.4387,2.1,1.79196,3.2,1.22927,94.9,18.8294,61.8,34.0614,0,0,0,0
614,862,59.3427,397.3,23.4476,305.1,22.5115,56.7,11.0056,1.9,1.37032,3.4,1.57762,97.6,19346,61.4,34.2838,0,0,0,0
615,863.6,59.6344,397.9,23.9557,307.4,25.5352,55.8,12.3989,1.5,2.06828,3.4,1.95505,97.6,17.4496,61.2,34.2565,0,0,0,0
616,864.7,57.9042,398.3,22.47,305.9,25.9077,56.2,12.0812,1,1.33333,3.5,2.01384,99.8,14.6196,60.6,33.8369,0,0,0,0
617,865.5,59.0616,398.3,21182,303.4,25.3386,57.8,12309,1.5,1.43372,3.2,1.68655,101.3,15.7201,59.8,33.2793,0,0,0,0
618,867.2,58.0781,398.5,21.4437,302.5,23.3726,57.4,11.9369,1.6,2.17051,3.3,1.76698,103.9,17.4512,59.5,33.3042,0,0,0,0
619,868.8,58.8101,399.3,21.0452,302,22.4895,57.5,11.3456,2.6,2.79682,3,1.88562,104.4,20457,59.1,33.4446,0,0,0,0
620,870.9,58.9151,401.1,20.7763,303.4,22.3865,56.6,10.2437,1,1.05409,2.5,1.90029,106.3,19.3853,58.4,33.2873,0,0,0,0
621,871.5,58.6141,401,20.0056,305.1,21.9972,56.6,9.34761,1.9,2.13177,2.6,1.3499,104.3,21.8736,58,33.1595,0,0,0,0
622,872.6,57.5253,402.2,20.1207,305.7,23.5846,58.3,10.2204,2.1,3.24722,2.7,1.82878,101.6,18.5484,57.8,32.9437,0,0,0,0
623,873.7,57.5172,403.2,21.5293,308.1,25.7788,58.7,9.91127,2.4,1.7127,2.3,1.49443,99,17.7075,57,32.4859,0,0,0,0
624,875.1,57.5412,405,21.6179,308.4,25.4305,60.1,10.8674,1.7,1.41814,2.5,1.43372,97.4,20.2441,56.5,32.5209,0,0,0,0
625,875.9,57.6955,405.3,21.4168,308.3,26.5458,59.7,10.7088,1.7,2.16282,2.6,1.07497,98.3,21.0241,56,32.3557,0,0,0,0
626,879,57.2014,406.2,20.5037,308.5,29.7928,57.9,11.2689,1.7,1.70294,2.9,0.994429,101.8,19.6909,55.7,32.0245,0,0,0,0
627,879.1,56.1535,406.3,19.9112,306,30.4266,61.3,9.93367,2.2,2.20101,3.1,0.994429,100.2,18.7901,55.1,31.4623,0,0,0,0
628,881.3,55.4918,407.6,20134,306.9,33.1711,61.5,8.46233,1.1,1.52388,2.9,1.28668,101.3,16.5868,54.6,31.4402,0,0,0,0
