frameTime,meanFrameTumorCells,sdFrameTumorCells,meanNecrotic,sdNecrotic,meanQuiescent,sdQuiescent,meanProliferative2,sdProliferative2,meanHypoxic,sdHypoxic,meanApoptotic,sdApoptotic,meanProliferative1,sdProliferative1,meanNormoxic,sdNormoxic,meanMigrate,sdMigrate,meanKilled,sdKilled
281,144.7,19391,26.7,6.00093,84.5,10.9975,13.7,5.61842,0.5,1.2693,0.8,0.632456,18.5,5.14782,453.5,11.8814,0,0,0,0
282,145.8,19.7754,27.2,5.65292,85.2,11.6123,13.9,5.36346,0.2,0.421637,0.7,0.483046,18.6,2.98887,453.1,11.8551,0,0,0,0
283,146.9,19.9969,27.4,5.79655,84.9,10.6296,14.1,5.27994,0.1,0.316228,0.5,0.527046,19.9,3.90014,452.4,12.0019,0,0,0,0
284,148.3,20.1056,27.5,5.79751,84.9,10.2247,14,5.27046,0.6,1.07497,0.6,0.516398,20.7,4.62,451.6,11.6924,0,0,0,0
285,149.6,20.7053,28.1,5.32186,84.9,10.3757,14.8,5.41192,0.4,0.699206,0.6,0.516398,20.8,5.2873,450.7,12166,0,0,0,0
286,151.1,21.1474,28.5,5.27573,85,9.0185,14.5,5.66176,0.8,1.75119,0.7,0.674949,21.6,7.0899,449.2,11.8678,0,0,0,0
287,153.1,22.5263,29.3,6.42996,84.6,8.39577,13.9,5.21643,0.5,0.849837,0.7,0.674949,24.1,8.81224,448.4,12.5539,0,0,0,0
288,155,22.8473,29.8,7.0993,85.3,8.99444,13.3,5.2079,0.1,0.316228,0.7,0.674949,25.8,8.65127,446.8,13.3733,0,0,0,0
289,156.3,22.9252,29.9,7.18718,85.9,9.46866,13,4.57044,0.7,0.948683,0.4,0.699206,26.4,10.3086,445.8,13.2397,0,0,0,0
290,157.6,23.5712,30.6,7.45654,85,9.74109,13.5,4.22295,1.1,1.28668,0.5,0.849837,26.9,10.8674,445.3,13663,0,0,0,0
291,159,23.6972,31.7,7.6165,85.1,9.62,13,4.24264,1.4,1.50555,0.6,0.843274,27.2,10.3258,444.5,13.6321,0,0,0,0
292,160.5,24.0058,33.1,7.44536,85.5,10.2767,13.1,4.93176,0.4,0.699206,0.7,1.05935,27.7,10.2637,443.8,13.2481,0,0,0,0
293,161.7,24.1111,33.5,7.41245,85.4,9.60555,13.8,4.98442,0.7,0.948683,0.8,1.0328,27.5,10.2116,442.8,13.5302,0,0,0,0
294,163.7,25.0601,34.2,7.0993,86.3,9.17787,12.9,5.91514,0.5,0.849837,0.8,1.0328,29,10.5515,441.3,14.2209,0,0,0,0
295,164.7,25.79,34.7,7.02456,87.1,9.60845,12.6,5.48128,1.2,1.68655,0.8,1.13529,28.3,11076,440.2,14.6879,0,0,0,0
296,166.1,26.3753,35.9,7.76674,89.1,10.9691,12.3,4.32178,0.7,0.823273,1,0.942809,27.1,10.2029,439.7,14.5453,0,0,0,0
297,167.4,26.1882,36.6,8.18128,91.3,11.7667,12.2,4.51664,0.5,0.707107,1.1,0.994429,25.7,10067,439,14.8099,0,0,0,0
298,168.6,25.8423,37.1,8.31932,92.1,10.9286,12.7,5.29255,0.3,0.674949,1.4,1.3499,25,8.67948,438,15.0259,0,0,0,0
299,170.3,25966,37.4,8.4879,93,11225,12.1,4.93176,0.5,1.08012,1.3,1.41814,26,8.1377,436.9,15.3872,0,0,0,0
300,171.2,26.1525,37.9,9.23099,94.4,11.0474,12.5,5.68135,0.2,0.632456,1.1,1.1005,25.1,8.03396,436.1,15.7653,0,0,0,0
301,172.8,27.1203,38.1,9.63155,95.4,11.0574,12.2,5.2873,0.4,0.699206,1.2,0.918937,25.5,9.72111,435.1,16.1414,0,0,0,0
302,174.7,27.9008,38.5,9.46631,95.3,11.5763,11.9,5.19508,0.9,1.28668,1,0.666667,27.1,9.75762,434.3,16.0281,0,0,0,0
303,175.7,28.8869,39.4,8.97156,96.4,12.7035,12.6,4.74225,1.2,1.8738,1.1,0.737865,25,11.1455,433.2,16.2672,0,0,0,0
304,176.5,28.9684,40.6,9.02096,96.1,12.5738,13.3,4.80856,0.7,0.823273,1.3,0.948683,24.5,10.7729,432.6,16514,0,0,0,0
305,177.4,29.1059,41.3,9.01912,97.7,13.1576,12.9,3.78447,0.4,0.516398,1,0.816497,24.1,8.65961,431.5,17.0114,0,0,0,0
306,178.5,29.1519,41.7,8.95731,98.2,11.2724,12.9,4.12176,0.4,0.699206,1.3,0.823273,24,9.15302,430.7,17.0623,0,0,0,0
307,179.9,30.1421,42.1,9.20688,98.3,10.6045,12.9,3.60401,0.7,0.948683,1,0.816497,24.9,10.2356,429.7,17.3593,0,0,0,0
308,181.1,30.4757,42.8,9.81835,99.9,10898,13.3,3.62246,0.4,0.699206,1,0.816497,23.7,9.67299,429.3,17205,0,0,0,0
309,182.6,31.0347,43.2,9.88602,100.3,10.4568,13.4,3.97772,0.3,0.483046,1,0.816497,24.4,11.0474,428.7,17455,0,0,0,0
310,183.8,31.3078,43.5,10.2334,101.5,11267,13.2,4.46716,0.9,0.875595,0.9,0.737865,23.8,10.4329,427.7,17.8889,0,0,0,0
311,185.6,31.8998,44.4,10.3516,103.3,13.0899,12.9,4.25441,1.1,1.44914,0.9,0.737865,23,9.94429,426.8,18.5041,0,0,0,0
312,187.2,31881,45.5,9.81212,102,13.5236,13.3,4.08384,1.3,1.88856,0.9,0.875595,24.2,8.31064,425.9,18.7406,0,0,0,0
313,188.5,32.1325,46.8,11.1435,100.8,13.5958,14.6,4.06065,0.4,0.966092,0.6,0.843274,25.3,8.09732,424.6,18.8927,0,0,0,0
314,189.3,32.1076,47.2,11.8491,100.8,13.6854,15.8,5.2451,0.3,0.483046,0.7,0.823273,24.5,6.3814,424.2,18.8373,0,0,0,0
315,190.1,32.7226,47.5,12.1769,100.9,13.2451,16.2,4.84883,0.1,0.316228,0.3,0.483046,25.1,7.50481,423.3,19.4196,0,0,0,0
316,191.8,32.3653,47.6,12.0849,101.5,14.6913,16.5,6.29374,0.7,0.823273,0.4,0.699206,25.1,6.91938,422.5,19.6935,0,0,0,0
317,193.4,32.3701,48.3,12.0651,101.7,14.6063,16.5,6.58702,0.4,0.699206,0.4,0.699206,26.1,7.01506,421.5,19806,0,0,0,0
318,195,32.9579,48.7,12.1933,101.7,14.8103,16.8,5.73101,0.9,1.1005,0.6,0.843274,26.3,7.52846,421,19.9276,0,0,0,0
319,196.1,34.0896,49.6,11.9276,101.5,15465,17.2,4.54117,0.8,0.918937,0.8,1.0328,26.2,8.90443,420.3,20028,0,0,0,0
320,197.5,34141,50.4,11.7776,103.5,16.1469,17,5.24934,0.4,0.516398,0.8,1.0328,25.4,8.5531,419.4,20.2934,0,0,0,0
321,199.4,34.2092,50.8,11.5258,104.4,16.2631,16.7,4.78539,0.4,0.516398,1,0.666667,26.1,8.14385,418,20.4722,0,0,0,0
322,202.2,34.3311,51.2,11.6409,104.5,15.6294,16.3,4.62,0.6,0.966092,1.1,0.737865,28.5,7.90569,417.1,20.6476,0,0,0,0
323,204.1,35.5761,51.8,12.0812,102.8,14703,16.9,4.8637,0.7,0.948683,1,0.666667,30.9,10.2681,416,20.6182,0,0,0,0
324,205.6,36.5185,52.5,12.4922,102.1,15103,17.9,4.79467,0.7,1.05935,1,0.666667,31.4,9.78888,415.1,20.4312,0,0,0,0
325,207.5,36.9662,53.2,12.8824,103.3,14.7577,17.5,4.37798,0.6,0.699206,0.9,0.737865,32,12.7105,414.4,20.7696,0,0,0,0
326,209.1,37.6577,53.8,12.7174,103.8,14.2735,17.9,4.22821,0.8,0.918937,0.9,0.737865,31.9,13.2283,413.5,21.3138,0,0,0,0
327,210.9,37.9252,54.6,12.4918,105,13.8644,16.9,4.38305,1,1.24722,0.8,0.918937,32.6,11.4426,412.3,21.6951,0,0,0,0
328,212.4,37.4795,55.6,13.2598,104,15.0185,17.6,5.1251,1,1.24722,0.6,0.699206,33.6,8.74579,411.4,21.8845,0,0,0,0
329,213.6,37.9069,56.6,14.0016,104.5,14.8717,17.7,4.3729,1,1.24722,0.7,0.674949,33.1,10.0383,410.6,21.4694,0,0,0,0
330,215,38.0701,57.6,14.0254,106.4,14.8039,17.8,4.46716,0.2,0.421637,0.4,0.699206,32.6,9.16758,409.3,21649,0,0,0,0
331,217.3,38.5402,57.8,13.9507,109.8,14.2579,17.2,3.8239,0.4,0.843274,0.3,0.483046,31.8,9.11409,407.7,21.8838,0,0,0,0
332,219.9,39.1477,58.2,14.5128,110.6,15.6503,16.8,4.75628,0.8,1.31656,0.3,0.483046,33.2,9.96438,406.7,21.9041,0,0,0,0
333,222.5,39303,59,14.9369,110.1,16.7096,16.5,4.42844,1,0.816497,0.3,0.483046,35.6,9.80023,405.4,22.2621,0,0,0,0
334,224.1,39.2356,60,14.7874,111,16.8523,17,4.49691,1,0.942809,0.3,0.483046,34.8,8.89194,404.1,22.3032,0,0,0,0
335,226.1,39.8649,61,14.8474,111.6,18.5065,16.4,4.37671,0.9,1.19722,0.6,0.843274,35.6,8.35597,402.2,22597,0,0,0,0
336,227,40.5791,61.9,14.9179,113.2,18.7427,16.8,4.13118,0.7,1.33749,0.8,0.788811,33.6,8.64356,400.8,22.2501,0,0,0,0
337,229.2,41566,62.6,15.1305,113.3,17.1985,16.7,4.42342,1.3,1.49443,0.7,0.674949,34.6,10.0355,399.9,22.8884,0,0,0,0
338,230.4,41.4627,63.9,15.0735,111.7,17.9385,17.9,3.66515,1.3,1.1595,0.7,0.823273,34.9,8.5173,398.8,23.8085,0,0,0,0
339,232.1,41.9827,65.2,14.7181,112,17632,18.1,3.07137,1.3,1.49443,0.8,0.788811,34.7,8.83239,397.8,23.7009,0,0,0,0
340,233.9,41.9985,66.5,15.5724,114.1,17.6349,18.8,4.13118,0.2,0.421637,0.8,0.788811,33.5,7.60482,396.6,24.0333,0,0,0,0
341,236,42.1848,66.7,15.6706,116.4,18.9162,18.1,4.60555,1.4,1.89737,0.8,0.788811,32.6,9.65171,396,24.2899,0,0,0,0
342,238.2,42.8377,68.1,15.7935,120,18.6964,16.7,4.08384,1,1.1547,0.9,0.994429,31.5,8.7718,395,24.7431,0,0,0,0
343,240.3,43151,69.1,16643,119.6,17.5322,16.7,4.94526,1.4,1.77639,1.1,1.19722,32.4,8.36926,393.5,24.4552,0,0,0,0
344,241.3,43.3309,70.5,16.9132,120.8,17.4725,17.6,6.14998,0.7,0.948683,0.8,0.788811,30.9,8.45182,392.4,24.4867,0,0,0,0
345,242.6,44.0308,71.2,17.1387,120.2,17.8997,18.1,6.96738,0.5,0.707107,0.5,0.707107,32.1,8.29257,390.3,24.4088,0,0,0,0
346,244.8,44701,71.7,16.9512,121.8,18.1524,18.2,7.48034,0.9,0.994429,0.5,0.707107,31.7,9.10494,388.7,24.7703,0,0,0,0
347,247.2,45.1634,72.6,17.2511,121.9,18.1074,17.5,6.70406,0.6,0.699206,0.4,0.699206,34.2,7.34544,387.8,25.2402,0,0,0,0
348,249.2,45.1609,73.2,17255,123,19.5562,16.9,5.70477,0.7,0.823273,0.3,0.674949,35.1,6.0452,386.7,25.9874,0,0,0,0
349,251.7,45.5364,73.9,17.3234,124.5,18.5368,15.7,5.43752,0.8,1.13529,0.3,0.674949,36.5,8.24958,385.6,26.0179,0,0,0,0
350,253.2,45.7476,74.7,17645,126,17.8699,15.6,6.07728,0.9,0.875595,0.3,0.674949,35.7,8.93246,384.7,26.7002,0,0,0,0
351,253.9,46.1289,75.6,17.9703,127.7,20.0336,16.9,5.66569,0.7,0.948683,0.2,0.632456,32.8,7.68548,384.1,26.8843,0,0,0,0
352,255.9,47475,76.3,18.5655,128,21.2498,17.3,5.07828,1.3,1.1595,0.2,0.421637,32.8,9.22316,382.3,27.9207,0,0,0,0
353,258.1,48.4343,77.6,18.1977,128,20.5967,17,5.27046,0.6,0.699206,0.3,0.674949,34.6,11.7398,381.3,28.2294,0,0,0,0
354,260.2,49.3779,78.2,18.1524,128.4,21.5778,16.7,5.3135,0.8,0.918937,0.7,0.674949,35.4,13.2682,380.3,28.8408,0,0,0,0
355,262.5,50.3041,79,18.4872,129.7,21.8685,15.8,4.56557,0.9,0.737865,1.2,0.918937,35.9,14.7003,378.8,28.9206,0,0,0,0
356,264.3,50.0468,79.9,18.9118,131.9,22.4076,15.9,4.12176,0.8,1.39841,1.2,0.918937,34.6,13.2178,377.8,29.2947,0,0,0,0
357,265.7,49.5761,80.7,18.7797,133.4,22926,16.4,4.74225,0.5,0.527046,1.5,0.707107,33.2,11.5739,375.6,29.6955,0,0,0,0
358,267,50.3742,81.2,18.6238,134.6,22.6774,18,4.10961,0.8,1.31656,1.5,0.707107,30.9,11.1699,374.4,29.7628,0,0,0,0
359,268.4,51.2471,82,18.9326,133.7,23.0027,19.7,3.9172,0.7,1.33749,1.7,0.948683,30.6,11.9926,373.3,30.0409,0,0,0,0
360,270.5,50803,82.7,19.8441,132.3,23.3097,19.8,4.54117,0.6,0.966092,1.9,1.19722,33.2,11.2921,371.8,31.0476,0,0,0,0
361,272.9,50.7422,83.3,20.3199,133.8,24.0823,19.2,4.41714,0.6,0.699206,1.9,1.19722,34.1,10.0272,371,31.5489,0,0,0,0
362,274.8,51.2419,83.9,20.5937,135.7,25.1884,18.9,4.4833,1,1.24722,1.9,1.37032,33.4,10.0907,370.2,32.1414,0,0,0,0
363,276.2,50.7166,84.9,20.6476,134.9,27.4771,19.8,4.70933,2.2,1.75119,1.6,1.42984,32.8,10.0753,368.7,32.7484,0,0,0,0
364,277.1,49.8942,87.1,20.7013,136.3,29071,21,5.33333,0.6,0.966092,1.1,1.37032,31,8.57645,367.1,33.0738,0,0,0,0
365,279,49.8799,87.7,20.5807,136.9,28.7844,21.1,4.99889,1,1.33333,1.2,1.31656,31.1,7.46027,366.3,33.1094,0,0,0,0
366,280.5,50676,88.7,20.8702,136.3,27.1704,22.2,4.73286,0.4,0.699206,1,1.24722,31.9,8.69802,365.3,33.1865,0,0,0,0
367,283.4,51416,89.1,21.1316,135.5,27.1262,21.7,4.08384,1,1.88562,1.1,1.28668,35,7.81736,364,33.3167,0,0,0,0
368,286.3,51.2815,90.1,22.6001,135.4,27.0933,20.9,4.8408,0.8,0.788811,0.9,1.28668,38.2,7.29992,362.5,34.5744,0,0,0,0
369,288.3,51.0796,90.9,22.9078,136.7,27.3254,20.2,5.82714,1.2,1.22927,0.8,1.22927,38.5,8.51469,361.2,34.3796,0,0,0,0
370,290.1,52065,92.1,22353,137.6,26.0436,21.1,5.50656,1.3,0.948683,0.6,0.699206,37.4,8.14043,360.1,34.4075,0,0,0,0
371,291.7,52.7722,93.4,22.2521,137.8,26.0887,21.5,5.38,1,1.1547,0.8,0.632456,37.2,8.65127,359.1,34.5558,0,0,0,0
372,294.3,52.4257,94.4,22.4707,138.4,25.3737,20.9,5.06513,0.9,0.994429,0.8,0.632456,38.9,9.20688,357.9,34.3105,0,0,0,0
373,296.7,52175,95.3,22.6865,137.1,24447,21.5,5.33854,0.6,0.699206,1,0.816497,41.2,10.3473,356.8,33.8881,0,0,0,0
374,298.6,52.3136,95.9,22.5361,137.1,23.2592,21.9,5.08702,1.1,1.44914,1.2,1.31656,41.4,9.7091,355.4,33758,0,0,0,0
375,301.4,52.5784,97,22.6274,136.1,22.9369,22.3,5.37587,1.1,0.994429,1.2,1.31656,43.7,9.46397,353.7,33.8364,0,0,0,0
376,303.7,52.9865,98.1,22.4225,138.2,23.8784,22.3,5.88878,0.9,0.994429,1.1,1.19722,43.1,8.19824,352,32.7041,0,0,0,0
377,306,54.2054,99,22.3656,140.8,23.5174,22.3,6.60051,1.4,1.42984,1.2,1.22927,41.3,9.84378,350.7,33.4201,0,0,0,0
378,307.5,53.5936,100.4,23.1286,141.6,22.8386,23.6,7.60409,0.8,0.788811,1.1,0.994429,40,11.7662,348.7,33741,0,0,0,0
379,310.4,54443,101.2,23.1123,142.7,24.7389,22.8,7.48034,0.9,0.737865,1.1,0.994429,41.7,11.2551,347.6,33.8566,0,0,0,0
380,312.2,54.8043,102.1,23402,143.3,26.9528,22.6,6.05897,1.1,0.875595,0.8,0.918937,42.3,10.8837,346.4,34.0398,0,0,0,0
381,314.1,54.7184,103.2,23.9481,143.7,23.1039,24.2,6.47731,1.3,1.56702,1,1.1547,40.7,10307,344.9,35.0094,0,0,0,0
382,316.9,54.8705,104.5,24.2178,144.8,22449,23.8,5.65292,1.1,0.994429,0.9,0.875595,41.8,10.7476,343.6,35.2647,0,0,0,0
383,319,55.0717,105.6,24.4549,145.3,22.5243,23.5,5.98609,1.4,0.966092,0.8,0.788811,42.4,10.2328,342,35.6713,0,0,0,0
384,322.1,56.0564,107,24.4268,147.5,22.4561,22.5,4.37798,1.1,1.1005,1.1,0.994429,42.9,10.6505,340,35.3585,0,0,0,0
385,324.5,56.6436,108.1,24.4152,148.6,23.3152,22.6,3.86437,0.9,1.19722,1.2,1.22927,43.1,11.4159,338.2,35.7951,0,0,0,0
386,326.6,56.8315,109,24.5357,150,25.4384,22.4,4.35125,0.9,0.994429,1.2,1.22927,43.1,12.7231,336.8,35.8044,0,0,0,0
387,329.5,57.3881,109.9,24.0945,149.4,25.3561,21.8,4.73286,1.4,1.50555,1.2,1.22927,45.8,14612,335.3,36.7455,0,0,0,0
388,331.6,57.0111,111.3,23.2859,150.5,27.0606,22.9,5.87745,1.1,1.28668,1.3,1.1595,44.5,14.5774,333.8,37.3327,0,0,0,0
389,333.4,55.9329,112.4,23.7543,149.3,26.5959,24.6,8.00278,1.3,1.33749,1.6,1.07497,44.2,12.1088,332.6,36.8728,0,0,0,0
390,336.7,57.9464,113.7,24.5042,148,25725,24.5,7.10634,1.8,1.75119,1.4,0.843274,47.3,13.1153,331.6,36.6885,0,0,0,0
391,339.2,58.9554,115.5,24.3048,150.1,26.8719,24.8,7.13053,1,0.816497,1.4,0.843274,46.4,10.8136,330.5,37.1192,0,0,0,0
392,341.1,59.0074,116.5,24.1902,151,26.6792,25.3,7.27324,1.2,1.0328,1.2,0.632456,45.9,11.8176,328.9,37.4684,0,0,0,0
393,342.8,59.4639,117.7,24.5404,153.7,27.5764,25.3,6.61732,1.4,2.1187,0.9,0.737865,43.8,9.10189,327.2,38.2094,0,0,0,0
394,345,58.5491,119.1,25.9934,154.9,27.7467,25.4,5.62139,1,1.05409,0.9,0.567646,43.7,8.00069,325.6,38.4222,0,0,0,0
395,347,59.4063,120.1,26905,155.2,28.2874,26.6,5.48128,1,1.05409,0.8,0.632456,43.3,8.64163,324.5,38.5061,0,0,0,0
396,349.3,60.1628,121.1,27.2537,158.1,30.2194,26,6.2361,1,1.1547,0.9,0.737865,42.2,9.61249,323.6,38.9079,0,0,0,0
397,352.4,60.5056,122.1,26.6852,157.6,28.7564,25.2,6.12463,1.9,1.85293,0.9,0.875595,44.7,12.1111,322.1,38.9114,0,0,0,0
398,355.9,62392,124,25.9572,157,26.8866,24.8,4.44222,1.4,1.07497,0.6,0.699206,48.1,16.4482,320.8,38.7207,0,0,0,0
399,359.2,63.1784,125.4,25.7604,160.7,31.1593,23.4,3.65756,1.1,1.37032,0.6,0.699206,48,14.7045,319.1,39.3487,0,0,0,0
400,361.8,62.7053,126.5,26.1714,161.5,31.2632,23.4,3.3731,1.3,1.41814,0.6,0.516398,48.5,13.9463,317.7,39.5953,0,0,0,0
401,364.3,63.1613,127.8,26.4441,161.2,30.5716,23.9,3.54181,1.4,1.07497,0.6,0.516398,49.4,13.8339,315.8,39.9327,0,0,0,0
402,366.3,62154,129.2,27.2307,161.9,30.5849,24.3,5.10011,0.9,0.875595,0.7,0.823273,49.3,12.4904,314.5,39.7275,0,0,0,0
403,368.7,61.9965,130.1,27388,162.9,28474,24.5,6.04152,0.9,0.875595,0.8,0.918937,49.5,10.3521,313.3,39.9557,0,0,0,0
404,371.4,61.4314,131,27.4469,164,29.7508,23.6,6.60303,0.9,1.1005,0.9,0.994429,51,9.68389,312.2,40647,0,0,0,0
405,372.9,61.5042,131.9,27.7266,164,29.9666,25.2,7.92745,1.1,1.19722,1,0.942809,49.7,11.3632,310.5,40.9885,0,0,0,0
406,375.2,62.5794,133,27.4752,165.7,29.0442,25.7,8.47283,1.5,1.77951,1,0.942809,48.3,11126,309.1,41.2404,0,0,0,0
407,378.4,62.9289,134.5,27.0935,168.8,32.1241,25.1,9.30293,1.2,1.0328,1.6,0.966092,47.2,7.58361,307.6,41.6632,0,0,0,0
408,380.3,63.1736,135.7,27.0187,171.4,35.5346,26,9.96661,1.4,1.26491,1.7,1.05935,44.1,6.13641,306.2,41.8856,0,0,0,0
409,383.1,63.7939,137.1,26.7849,173.3,33.6222,25,8.85689,1.6,1.64655,1.9,0.875595,44.2,6.47731,304.5,42.1143,0,0,0,0
410,386.1,64.4937,138.7,27.3376,175.1,33.8836,24.5,7.82091,0.7,1.05935,1.9,0.875595,45.2,7.48034,302.6,41.9661,0,0,0,0
411,388.3,65.4473,139.4,28.0919,175.6,32.1842,24.4,6.97933,1,0.816497,1.7,0.823273,46.2,9.91968,301.1,42842,0,0,0,0
412,390.5,65847,140.4,27.9531,176.3,30.6668,24.3,6.01941,1,0.942809,1.6,0.843274,46.9,11.9019,299.7,43.9648,0,0,0,0
413,392.2,65.4417,141.4,28.3361,177.7,29113,25.6,6.16802,0.4,0.699206,1.7,0.823273,45.4,13142,298.4,43.8766,0,0,0,0
414,394.8,66.5061,141.8,28.1575,176.4,28.3792,25.5,6.7536,1.2,1.22927,1.7,0.948683,48.2,16.13,296.5,43821,0,0,0,0
415,397.8,67.0618,143,28178,177.1,30.2598,24.9,6.36745,1.6,1.50555,1.6,0.966092,49.6,17.1866,294.7,43724,0,0,0,0
416,399.6,68.0608,144.5,28.1277,179.6,30.7289,24.7,6.01941,1.2,1.93218,1,0.666667,48.6,18.5963,293,44.0126,0,0,0,0
417,402.3,67.6741,145.7,28.7481,177.8,29.0662,25.1,6.57352,2.3,1.82878,1.1,0.316228,50.3,19511,292,44.2041,0,0,0,0
418,403.8,67949,148,28589,179.2,29.8321,25.9,5.85852,1.4,1.3499,0.8,0.632456,48.5,17.5325,290.5,44.0435,0,0,0,0
419,406.3,68085,149.4,28.3008,182,30.9623,25.6,5.58172,1,0.816497,0.9,0.567646,47.4,15.6148,288.5,44.7319,0,0,0,0
420,408.7,68.4285,150.4,28.4222,182.5,32.3497,25.4,6.27517,2,1.49071,1.2,0.918937,47.2,13.5548,286.3,45.4241,0,0,0,0
421,411,68.43,152.4,28.9912,183.8,33.1086,25.5,8.00347,0.9,0.737865,1.5,1.2693,46.9,11.4061,284.2,45.9705,0,0,0,0
422,413.9,68.9758,153.3,28.9561,184,31.9548,25.3,8.15203,0.6,0.699206,1.5,1.77951,49.2,12.0074,283.1,46374,0,0,0,0
423,416.4,70.8585,153.9,29.1336,185.8,33.6973,24.9,7.43042,1.4,1.42984,1.4,1.89737,49,12.8149,281.1,46.1313,0,0,0,0
424,418.9,71.4896,155.3,29.5148,187.7,35.1664,25.2,7.89937,1.2,1.61933,1.6,1.77639,47.9,12.0227,279.9,46.2444,0,0,0,0
425,420.8,71.1615,156.5,29.5607,186.5,36.3417,25.8,7.68548,2.4,2.63312,2.2,1.81353,47.4,11.0574,278.5,46.9379,0,0,0,0
426,423.8,70.8689,158.9,30.6611,188.1,36.0353,25,8.21922,1.2,1.39841,2.3,1.82878,48.3,12.0467,277.1,47.4446,0,0,0,0
427,426.5,70.9526,160.1,31.4235,187.5,34.4585,25.3,8.4334,1,1.63299,2.4,1.89737,50.2,11.4775,275.6,47.1857,0,0,0,0
428,428.6,70.8805,161.1,32.3812,187.8,33189,26,8.5375,1.7,1.76698,2.3,1.94651,49.7,10.4886,274.8,47307,0,0,0,0
429,430.4,71.6957,162.8,33.3193,188.6,33.0461,26.6,7.74884,1.1,1.85293,2.2,1.68655,49.1,11.5513,273.6,47.3948,0,0,0,0
430,432.6,72.1375,163.9,33.0503,189.9,31.6489,27.6,7.93305,0.1,0.316228,1.9,1.44914,49.2,14.8534,272.2,47.1471,0,0,0,0
431,435.4,72.7617,164,33.0958,192.1,31.1,27,8.05536,1.6,1.7127,1.9,1.59513,48.8,15.5906,270.7,47.2841,0,0,0,0
432,438,73.4847,165.6,33187,193.4,32.5037,27,8.23273,1.5,1.08012,2,1.49071,48.5,14.3081,269.1,47.6152,0,0,0,0
433,440.6,73.3897,167,33.2466,194.5,33.6493,26.5,8.69546,1.5,1.2693,2,1.56347,49.1,15.4449,267.6,48.0051,0,0,0,0
434,442.8,73.8855,168.5,33.2975,194.5,32.1809,26.8,8.29726,0.9,0.737865,1.6,0.699206,50.5,14.9239,266,48.2931,0,0,0,0
435,444.6,73.8981,169.4,33702,197.4,32.0874,26.6,8.92188,1.1,1.28668,1.4,0.843274,48.7,16118,264.5,48.8063,0,0,0,0
436,447.5,74.6745,170.3,33.9446,199.3,31.4786,26.6,7.86271,0.5,0.707107,1.4,0.699206,49.4,17264,263.7,49.0284,0,0,0,0
437,450.2,75.4612,170.8,33.9208,200.2,31.6853,26.7,7.27324,0.8,1.61933,1.4,0.699206,50.3,16.8394,262.2,49254,0,0,0,0
438,452.4,75.2347,171.6,34.0464,199.1,32.9358,27.4,7.13676,1.2,0.918937,1.3,0.948683,51.8,15.2883,260.7,49.1258,0,0,0,0
439,455.7,76.5971,172.8,34.3537,199.2,32.9066,26.7,6.0928,1.8,1.61933,1.3,0.948683,53.9,15.5881,258.7,49.6075,0,0,0,0
440,457.7,76.8217,174.6,34.4196,200.9,34145,27,6.89605,1.1,1.37032,1.3,0.948683,52.8,15.3681,257.2,50.2478,0,0,0,0
441,460,77.5428,175.7,34.4482,200.4,33.8237,28.6,7.3967,1.1,1.37032,1.5,1.08012,52.7,15.1808,255.6,50.9601,0,0,0,0
442,461.8,77.0509,176.8,34931,199.8,31.5552,31.1,9.35058,1.5,1.71594,1.5,1.08012,51.1,16.0031,254.4,51.5799,0,0,0,0
443,464.4,77.1135,178.3,34.8522,200,31.1413,31.8,9.08968,1.5,1.17851,1.5,1.17851,51.3,15.5567,253,52.1067,0,0,0,0
444,466.1,76.5861,179.8,34.6724,199.1,30.4611,34.1,10.7647,0.9,0.994429,1.4,1.17379,50.8,16818,251.9,52.0437,0,0,0,0
445,468.8,77136,180.7,34.3804,200.7,33012,34,10.0111,1.2,1.31656,1.7,1.25167,50.5,15.0794,250.5,51.9984,0,0,0,0
446,471.5,76696,181.9,34.6617,200.1,35.3127,34.3,10.5098,2.8,2.14994,1.7,1.25167,50.7,14.0558,249.1,51.9133,0,0,0,0
447,474.8,76921,184.6,33384,201.7,34.9954,32.9,11.3181,1.7,1.25167,2,1.49071,51.9,13.94,247.9,52.5303,0,0,0,0
448,477.2,77.0668,186.3,33.0658,202.9,36.8765,33.5,10.7935,1.5,1.84089,2.2,1.47573,50.8,11.66,246.5,52863,0,0,0,0
449,479.4,77.1869,187.6,33.8467,202.1,37.6104,35.3,10.2421,0.6,0.699206,2,1.24722,51.8,12.4168,244.4,53.4711,0,0,0,0
450,482.8,77617,188.2,34.0483,201.8,37.8441,35,10.7083,1.2,0.918937,1.8,1.39841,54.8,13.8066,243.1,53.9268,0,0,0,0
451,487.4,79.5769,189.4,34.1539,202.4,35.7435,33.1,11.0096,1,1.24722,1.6,1.3499,59.9,17.9224,241.6,53.4108,0,0,0,0
452,490.1,81.0699,190.4,34.4712,202.3,35.6247,33.6,10.6896,1.2,1.39841,1.7,1.70294,60.9,17.0127,239.9,53.1046,0,0,0,0
453,494.3,82.9592,191.6,33.8237,200.2,35.7671,32.7,10133,2.8,1.68655,1.6,1.7127,65.4,20.6946,238.2,52.9524,0,0,0,0
454,497.1,82.9142,194.4,33.6095,201.4,38.0386,33.3,9.63846,1.3,1.82878,1.2,1.47573,65.5,19.3233,236.6,52.8061,0,0,0,0
